Publication Number,Application Number,Disclosure-Information ,Specification,Responsible Working Group,CT WG 4,SA 2,RAN 3,RAN 2,RAN 5,RAN 6,SA 6,SA 5,CT WG 3,CT WG 1,RAN 4,SA 1,RAN 1,SA 3,CT WG 6,SA 4
WO2019012635A1,WO2017JP25446A,"ISLD : ISLD-201907-035 Disc : 72 Project : 3GPP-Release-15 Standard : TS 38.331|TS 38.213|TS 38.212|TS 38.331|TS 38.213|TS 38.211|TS 38.212|TS 38.211 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : |Section7.1.1|Section7.3.1.1.2|Section6.3.2||||Section7.4.1.5.2,7.4.2.2.1,7.4.2.3.1,7.4.1.4.1 Disclosure-Date : 07/24/19",TS 38.331|TS 38.213|TS 38.212|TS 38.331|TS 38.213|TS 38.211|TS 38.212|TS 38.211,RAN 2|RAN 1|RAN 1|RAN 2|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
JP06454014B2,JP2017529829A,ISLD : ISLD-201809-264 Disc : 13 Project : 5G Standard : TS 36.300|TS 36.213 Version : 15.1.0|15.1.0 Section : 5.7|7.2.3 Disclosure-Date : 09/14/18,TS 36.300|TS 36.213,RAN 2|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
EP2769581B1,EP2012842107A,ISLD : ISLD-201809-272 Disc : 23 Project : 5G Standard : TS 23.502|TS 29.513 Version : 15.2.0|15.0.0 Section : | Disclosure-Date : 09/14/18,TS 23.502|TS 29.513,SA 2|CT WG 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP3429290A1,EP2017763621A,ISLD : ISLD-201905-036 Disc : 3 Project : 5G Standard : TS 36.423|TS 36.422|TS 36.421 Version : || Section : || Disclosure-Date : 05/17/19,TS 36.423|TS 36.422|TS 36.421,RAN 3|RAN 3|RAN 3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
US10182082B2,US15573629A,"ISLD : ISLD-201810-067 Disc : 17 Project : 5G Standard : TS 24.379 Version : 15.0.0 Section : 7.3.2, 6.3.2.2.5.2 Disclosure-Date : 10/24/18",TS 24.379,CT WG 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TWI647936B,TW20135134057A,ISLD : ISLD-201809-261 Disc : 16 Project : 5G Standard : TS 23.401|TS 23.203|TS 23.060|TS 23.203 Version : 15.2.0|15.3.0|15.1.0|15.3.0 Section : 5.9.2.2||15.1.3|A.4 Disclosure-Date : 09/14/18,TS 23.401|TS 23.203|TS 23.060|TS 23.203,SA 2|SA 2|SA 2|SA 2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN104955064B,CN201410124561A,ISLD : ISLD-201809-291 Disc : 15 Project : 5G Standard : TS 37.340|TS 38.323|TS 38.322 Version : 15.0.0|15.2.0|15.2.0 Section : || Disclosure-Date : 09/14/18,TS 37.340|TS 38.323|TS 38.322,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CN104602218B,CN201410534873A,ISLD : ISLD-201809-315 Disc : 4 Project : 5G Standard : TS 36.331|TS 36.331|TS 36.304|TS 36.304 Version : 15.2.1|15.2.1|15.0.0|15.0.0 Section : 5.6.11.1|5.6.11.2|6.3.6|7.1|||10 Disclosure-Date : 09/15/18,TS 36.331|TS 36.331|TS 36.304|TS 36.304,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
JP2019500796A,JP2018531500A,"ISLD : ISLD-201810-013 Disc : 8 Project : 5G Standard : TS 29.128|TS 23.682 Version : 15.2.0|15.4.0 Section : |5.13.3 Disclosure-Date : 10/04/18
ISLD : ISLD-201810-064 Disc : 23 Project : 5G Standard : TS 23.682|TS 29.128 Version : 15.4.0|15.2.0 Section : 5.13.3|5.6 Disclosure-Date : 10/24/18",TS 29.128|TS 23.682,CT WG 4|SA 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP2019004406A,JP2017119513A,ISLD : ISLD-201811-005 Disc : 171 Project : 3GPP Release-15 Standard : TS 23.502|TS 23.501|TS 23.502 Version : 15.2.0|15.1.0|15.2.0 Section : |5.16.4.1|4.13.4.2 Disclosure-Date : 04/02/19,TS 23.502|TS 23.501|TS 23.502,SA 2|SA 2|SA 2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP2019004315A,JP2017117489A,"ISLD : ISLD-201811-005 Disc : 176 Project : 3GPP Release-15 Standard : TS 38.211|TS 38.213|TS 38.321 Version : 15.1.0|15.1.0|15.1.0 Section : 7.4.3,7.4.3.1|4.1|5.1.2 Disclosure-Date : 04/02/19",TS 38.211|TS 38.213|TS 38.321,RAN 1|RAN 1|RAN 2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
US20190014530A1,US16066608A,ISLD : ISLD-201812-064 Disc : 8 Project : 3GPP 5G NR Standard : TS 24.301|TS 23.401 Version : | Section : | Disclosure-Date : 01/16/19,TS 24.301|TS 23.401,CT WG 1|SA 2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP2127327B1,EP2008728096A,"ISLD : ISLD-201805-022 Disc : 99 Project : 3GPP-Release-15 Standard : TS 38.323|TS 37.340 Version : | Section : | Disclosure-Date : 03/16/18
ISLD : ISLD-201903-008 Disc : 27 Project : 3GPP-Release-15 Standard : TS 38.322 Version :  Section :  Disclosure-Date : 04/03/19",TS 38.323|TS 37.340,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JP06450466B2,JP2017542252A,ISLD : ISLD-201810-036 Disc : 6 Project : LTE-Advanced/5G Standard : TS 36.213|TS 36.214 Version : | Section : | Disclosure-Date : 10/24/18,TS 36.213|TS 36.214,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
EP3182748B1,EP2017154855A,ISLD : ISLD-201810-061 Disc : 30 Project : 5G Standard : TS 23.401|TS 24.301|TS 24.301|TS 23.401 Version : 15.4.0|15.3.0|15.3.0|15.4.0 Section : |6.4.4||5.4.4 Disclosure-Date : 10/23/18,TS 23.401|TS 24.301|TS 24.301|TS 23.401,SA 2|CT WG 1|CT WG 1|SA 2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EP3185596B1,EP2016184851A,ISLD : ISLD-201812-071 Disc : 224 Project : New Core(NC) Standard : TS 23.122|TS 24.301|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 36.331|TS 24.501|TS 23.401|TS 23.228|TS 38.331|TS 38.304|TS 23.503 Version : ||||||||||||| Section : ||||||||||||| Disclosure-Date : 01/02/19,TS 23.122|TS 24.301|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 36.331|TS 24.501|TS 23.401|TS 23.228|TS 38.331|TS 38.304|TS 23.503,CT WG 1|CT WG 1|RAN 3|SA 2|SA 2|SA 2|SA 3|RAN 2|CT WG 1|SA 2|SA 2|RAN 2|RAN 2|SA 2,0,6,1,3,0,0,0,0,0,3,0,0,0,1,0,0
CN104954391B,CN201510428996A,ISLD : ISLD-201809-274 Disc : 9 Project : 5G Standard : TS 33.220|TS 29.109|TS 33.220|TS 29.109 Version : 15.2.0|15.0.0|15.2.0|15.0.0 Section : 4.5.2|4.5.3|||5.2 Disclosure-Date : 09/14/18,TS 33.220|TS 29.109|TS 33.220|TS 29.109,SA 3|CT WG 4|SA 3|CT WG 4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CN103843410B,CN201280036294A,ISLD : ISLD-201809-258 Disc : 14 Project : 5G Standard : TS 36.331|TS 36.304|TS 36.304|TS 36.331 Version : 15.2.0|15.0.0|15.0.0|15.2.0 Section : ||5.6|5.2.2.24|5.2.2.3|5.6.12 Disclosure-Date : 09/14/18,TS 36.331|TS 36.304|TS 36.304|TS 36.331,RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CN109151810A,CN201710461351A,ISLD : ISLD-201905-014 Disc : 72 Project : 3GPP 5G NR Standard : TS 38.306|TS 38.101 Version : 15.1.0|15.0.0 Section : | Disclosure-Date : 05/09/19,TS 38.306|TS 38.101,RAN 2|RAN 4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
WO2019005455A1,WO2018US36800A,ISLD : ISLD-201809-275 Disc : 23 Project : 5G Standard : TS 38.304|TS 23.501|TS 23.502|TS 24.502 Version : 15.0.0|15.2.0|15.2.0|15.0.0 Section : ||| Disclosure-Date : 09/14/18,TS 38.304|TS 23.501|TS 23.502|TS 24.502,RAN 2|SA 2|SA 2|CT WG 1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
US20190007926A1,US16060582A,"ISLD : ISLD-201810-013 Disc : 9 Project : 5G Standard : TS 36.413|TS 23.401|TS 36.300 Version : 15.0.0|15.3.0|15.0.0 Section : |5.3.4.3|23.13.1 Disclosure-Date : 10/04/18
ISLD : ISLD-201810-064 Disc : 17 Project : 5G Standard : TS 23.401|TS 36.300 Version : 15.3.0|15.0.0 Section : 5.3.4.3|23.13.1 Disclosure-Date : 10/24/18",TS 36.413|TS 23.401|TS 36.300,RAN 3|SA 2|RAN 2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
US20190007530A1,US16123958A,ISLD : ISLD-201907-043 Disc : 3 Project : LTE Advanced Pro/5G Standard : TS 38.323|TS 36.323 Version : 15.6.0|15.4.0 Section : | Disclosure-Date : 07/31/19,TS 38.323|TS 36.323,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EP3402231A4,EP2016889148A,ISLD : ISLD-201812-068 Disc : 8 Project : New Core(NC) Standard : TS 29.244 Version :  Section :  Disclosure-Date : 12/29/18,TS 29.244,CT WG 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TW201902185A,TW20187115275A,"ISLD : ISLD-201806-038 Disc : 43 Project : 3GPP-Release-15 Standard : TS 38.322|TS 38.323|TS 38.321 Version : || Section : || Disclosure-Date : 03/16/18
ISLD : ISLD-201807-059 Disc : 44 Project : 3GPP-Release-15 Standard : TS 38.322|TS 38.323|TS 38.321 Version : || Section : || Disclosure-Date : 06/08/18",TS 38.322|TS 38.323|TS 38.321,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HUE039054T2,HU2013E13795885A,ISLD : ISLD-201705-011 Disc : 12 Project : 3GPP NR Rel 15 Standard : TS 38.331|TS 38.300|TS 38.321 Version : 15.0.0|15.0.0|15.0.0 Section : || Disclosure-Date : 05/19/17,TS 38.331|TS 38.300|TS 38.321,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
US20180376321A1,US16120698A,ISLD : ISLD-201810-040 Disc : 94 Project : New Core(NC) Standard : TS 38.300|TS 23.203|TS 38.413|TS 23.502|TS 23.501|TS 33.501|TS 24.501|TS 37.340|TS 38.331|TS 23.503 Version : ||||||||| Section : ||||||||| Disclosure-Date : 10/23/18,TS 38.300|TS 23.203|TS 38.413|TS 23.502|TS 23.501|TS 33.501|TS 24.501|TS 37.340|TS 38.331|TS 23.503,RAN 2|SA 2|RAN 3|SA 2|SA 2|SA 3|CT WG 1|RAN 2|RAN 2|SA 2,0,4,1,3,0,0,0,0,0,1,0,0,0,1,0,0
KR2018137397A,KR201853053A,ISLD : ISLD-201902-006 Disc : 9 Project : 3GPP Release-15 NR Standard : TS 38.473|TS 38.463 Version : 15.1.0|15.0.0 Section : | Disclosure-Date : 02/07/19,TS 38.473|TS 38.463,RAN 3|RAN 3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
WO2018237226A1,WO2018US38915A,ISLD : ISLD-201906-026 Disc : 19 Project : 3GPP 5G NR Standard : TS 38.331|TS 38.213|TS 38.321|TS 38.214 Version : ||| Section : ||| Disclosure-Date : 06/21/19,TS 38.331|TS 38.213|TS 38.321|TS 38.214,RAN 2|RAN 1|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
WO2018235208A1,WO2017JP22913A,"ISLD : ISLD-201907-035 Disc : 114 Project : 3GPP-Release-15 Standard : TS 38.215|TS 38.331|TS 38.331|TS 38.215 Version : 15.3.0|15.3.0|15.3.0|15.3.0 Section : Section5.1.1,5.1.3,5.1.5|Section6.3.2|| Disclosure-Date : 07/24/19",TS 38.215|TS 38.331|TS 38.331|TS 38.215,RAN 1|RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
EP3417657A1,EP2016705755A,ISLD : ISLD-201705-026 Disc : 24 Project : 3GPP NR Rel 15 Standard : TS 38.133|TS 38.304 Version : 15.0.0|15.0.0 Section : | Disclosure-Date : 05/22/17,TS 38.133|TS 38.304,RAN 4|RAN 2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
EP2617211B1,EP2010857206A,ISLD : ISLD-201809-302 Disc : 4 Project : 5G Standard : TS 24.334|TS 23.303|TS 23.303|TS 24.334 Version : 15.1.0|15.1.0|15.1.0|15.1.0 Section : 12.3.2.13|7.2.1|7.2.4.2|7.2.5.2||5.5| Disclosure-Date : 09/14/18,TS 24.334|TS 23.303|TS 23.303|TS 24.334,CT WG 1|SA 2|SA 2|CT WG 1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
JP06444356B2,JP2016215906A,"ISLD : ISLD-201810-013 Disc : 7 Project : 5G Standard : TS 29.118|TS 29.338|TS 29.272|TS 23.272|TS 29.002|TS 23.272|TS 29.118 Version : 15.2.0|15.0.0|15.3.0|15.0.0|15.2.0|15.0.0|15.2.0 Section : ||5.2.5|7.2.17|||8.2.4a|8.2.5c|5.1.2.2|5.1.2.5|8.14|8.20|8.21|9.4.28|9.4.32|9.4.33 Disclosure-Date : 10/04/18
ISLD : ISLD-201810-072 Disc : 2 Project : 5G Standard : TS 29.272 Version : 15.3.0 Section : 4.2,8.2.4a.2 Disclosure-Date : 10/25/18",TS 29.118|TS 29.338|TS 29.272|TS 23.272|TS 29.002|TS 23.272|TS 29.118,CT WG 1|CT WG 4|CT WG 4|SA 2|CT WG 4|SA 2|CT WG 1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
KR2018136898A,KR201867217A,ISLD : ISLD-201906-009 Disc : 1 Project : 3GPP 5G NR|3GPP-Release-15 Standard : TS 37.324|TS 38.300|TS 36.300|TS 36.321|TS 36.331|TS 38.321|TS 38.331 Version : 15.0.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : |||||| Disclosure-Date : 06/20/19,TS 37.324|TS 38.300|TS 36.300|TS 36.321|TS 36.331|TS 38.321|TS 38.331,RAN 2|RAN 2|RAN 2|RAN 2|RAN 2|RAN 2|RAN 2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
EP3261391B1,EP2016752498A,ISLD : ISLD-201907-035 Disc : 151 Project : 3GPP-Release-15 Standard : TS 38.321|TS 38.300|TS 38.321 Version : 15.2.0|15.2.0|15.2.0 Section : Section5.15|Section6.10| Disclosure-Date : 07/24/19,TS 38.321|TS 38.300|TS 38.321,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CN105075364B,CN201480012694A,ISLD : ISLD-201802-006 Disc : 273 Project : 3GPP NR Rel 15 Standard : TS 38.213|TS 38.211|TS 38.300|TS 38.331|TS 38.214 Version : ||15.0.0|15.0.0| Section : |||| Disclosure-Date : 02/20/18,TS 38.213|TS 38.211|TS 38.300|TS 38.331|TS 38.214,RAN 1|RAN 1|RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
CN109076422A,CN201780024242A,ISLD : ISLD-201804-016 Disc : 18 Project : New Core(NC) Standard : TS 23.502|TS 23.501|TS 23.401 Version : |0.0.0| Section : || Disclosure-Date : 04/24/18,TS 23.502|TS 23.501|TS 23.401,SA 2|SA 2|SA 2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20180368050A1,US15780721A,"ISLD : ISLD-201807-003 Disc : 8 Project : 3GPP-Release-15 (GSM Phase 2+, UMTS, LTE, NR release 15) Standard : TS 24.229|TS 23.228 Version : | Section : | Disclosure-Date : 07/10/18",TS 24.229|TS 23.228,CT WG 1|SA 2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP2018537904A,JP2018524217A,ISLD : ISLD-201809-281 Disc : 2 Project : 5G Standard : TS 23.501|TS 24.502 Version : 15.2.0|15.0.0 Section : | Disclosure-Date : 09/14/18,TS 23.501|TS 24.502,SA 2|CT WG 1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018227452A1,WO2017CN88378A,ISLD : ISLD-201810-015 Disc : 38 Project : 3GPP-Release-15 Standard : TS 38.423|TS 37.340 Version : | Section : | Disclosure-Date : 09/07/18,TS 38.423|TS 37.340,RAN 3|RAN 2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
US20180368117A1,US16008306A,"ISLD : ISLD-201811-005 Disc : 113 Project : 3GPP Release-15 Standard : TS 38.321|TS 38.214|TS 38.331 Version : 15.0.0|15.0.0|15.1.0 Section : 5.4.1,5.8.2|6.1.2.1,6.1.2.3|6.3.2 Disclosure-Date : 04/02/19",TS 38.321|TS 38.214|TS 38.331,RAN 2|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
WO2018227481A1,WO2017CN88457A,ISLD : ISLD-201812-070 Disc : 174 Project : 5G Standard : TS 38.470|TS 38.401|TS 38.473 Version : || Section : || Disclosure-Date : 01/02/19,TS 38.470|TS 38.401|TS 38.473,RAN 3|RAN 3|RAN 3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
WO2018231971A1,WO2018US37316A,ISLD : ISLD-201902-032 Disc : 21 Project : 3GPP 5G NR Standard : TS 38.212|TS 38.211|TS 38.214|TS 38.211|TS 38.214 Version : 15.4.0|15.4.0|15.4.0|15.4.0|15.4.0 Section : |7.4.1.1.2|||5.1.2.1 Disclosure-Date : 02/27/19,TS 38.212|TS 38.211|TS 38.214|TS 38.211|TS 38.214,RAN 1|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
WO2018230604A1,WO2018JP22570A,ISLD : ISLD-201903-014 Disc : 28 Project : 3GPP NR Rel 15 Standard : TS 38.300|TS 38.331|TS 38.213|TS 38.300|TS 38.331 Version : 15.4.0|15.4.0||15.4.0|15.4.0 Section : ||10.1|13|7.3.1|5.2.1|5.2.2.4 Disclosure-Date : 03/29/19,TS 38.300|TS 38.331|TS 38.213|TS 38.300|TS 38.331,RAN 2|RAN 2|RAN 1|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
WO2018229954A1,WO2017JP22217A,ISLD : ISLD-201907-035 Disc : 73 Project : 3GPP-Release-15 Standard : TS 38.214|TS 38.214|TS 38.331|TS 38.331 Version : 15.3.0|15.3.0|15.3.0|15.3.0 Section : 6.1.2.2.1|Section5.1.2.2.1||Section6.3.2| Disclosure-Date : 07/24/19,TS 38.214|TS 38.214|TS 38.331|TS 38.331,RAN 1|RAN 1|RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
WO2018229928A1,WO2017JP22108A,ISLD : ISLD-201907-035 Disc : 106 Project : 3GPP-Release-15 Standard : TS 38.213|TS 38.331|TS 38.331|TS 38.213 Version : 15.3.0|15.3.0|15.3.0|15.3.0 Section : Section10.1|Section6.3.2|| Disclosure-Date : 07/24/19,TS 38.213|TS 38.331|TS 38.331|TS 38.213,RAN 1|RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
WO2018229951A1,WO2017JP22210A,"ISLD : ISLD-201907-035 Disc : 109 Project : 3GPP-Release-15 Standard : TS 38.331|TS 38.331|TS 38.213|TS 38.213 Version : 15.4.0|15.4.0|15.4.0|15.4.0 Section : |Section6.3.2||Section10,4.1 Disclosure-Date : 07/24/19",TS 38.331|TS 38.331|TS 38.213|TS 38.213,RAN 2|RAN 2|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
WO2018229955A1,WO2017JP22225A,"ISLD : ISLD-201907-035 Disc : 122 Project : 3GPP-Release-15 Standard : TS 38.214|TS 38.214|TS 38.212|TS 38.211|TS 38.212|TS 38.211 Version : 15.3.0|15.3.0|15.3.0|15.3.0|15.3.0|15.3.0 Section : |Section5.1.6.2,6.2.2|Section7.3.1.1.2,7.3.1.2.2|||Section6.1.2,6.4.1.1.3,7.1.2,7.4.1.1.2 Disclosure-Date : 07/24/19",TS 38.214|TS 38.214|TS 38.212|TS 38.211|TS 38.212|TS 38.211,RAN 1|RAN 1|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
WO2018230623A1,WO2018JP22661A,ISLD : ISLD-201907-035 Disc : 147 Project : 3GPP-Release-15 Standard : TS 37.340|TS 36.331|TS 36.331 Version : 15.1.0|15.3.0|15.3.0 Section : Section4.2.1|Section5.3.10.1| Disclosure-Date : 07/24/19,TS 37.340|TS 36.331|TS 36.331,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
WO2018227638A1,WO2017CN88841A,ISLD : ISLD-201908-012 Disc : 61 Project : New Radio(NR) Standard : TS 38.300|TS 38.213|TS 38.413|TS 33.501|TS 38.423|TS 38.331|TS 38.321|TS 38.214 Version : ||||||| Section : ||||||| Disclosure-Date : 08/14/19,TS 38.300|TS 38.213|TS 38.413|TS 33.501|TS 38.423|TS 38.331|TS 38.321|TS 38.214,RAN 2|RAN 1|RAN 3|SA 3|RAN 3|RAN 2|RAN 2|RAN 1,0,0,2,3,0,0,0,0,0,0,0,0,2,1,0,0
EP2745551B1,EP2012849456A,"ISLD : ISLD-201901-012 Disc : 2 Project : 5G|3GPP-EUTRAN Standard : TS 32.422|TS 32.422 Version : 15.1.0|15.1.0 Section : 4.1.16, 4.6.2, 7.2| Disclosure-Date : 01/29/19",TS 32.422|TS 32.422,SA 5|SA 5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TW201844024A,TW20187115207A,ISLD : ISLD-201807-059 Disc : 49 Project : 3GPP-Release-15 Standard : TS 38.300|TS 38.331|TS 24.501 Version : || Section : || Disclosure-Date : 06/08/18,TS 38.300|TS 38.331|TS 24.501,RAN 2|RAN 2|CT WG 1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
US20180359127A9,US15793293A,ISLD : ISLD-201809-298 Disc : 13 Project : 5G Standard : TS 38.214|TS 38.201|TS 38.211 Version : 15.2.0|15.0.0|15.2.0 Section : || Disclosure-Date : 09/14/18,TS 38.214|TS 38.201|TS 38.211,RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
WO2018223311A1,WO2017CN87430A,ISLD : ISLD-201812-070 Disc : 173 Project : 5G Standard : TS 24.501|TS 24.502|TS 23.502|TS 23.501 Version : ||| Section : ||| Disclosure-Date : 01/02/19,TS 24.501|TS 24.502|TS 23.502|TS 23.501,CT WG 1|CT WG 1|SA 2|SA 2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EP1654662B1,EP2004780263A,ISLD : ISLD-201809-325 Disc : 3 Project : 5G Standard : TS 23.401|TS 38.331|TS 29.274|TS 38.300 Version : 15.4.0|15.2.0|15.4.0|15.2.0 Section : ||| Disclosure-Date : 09/15/18,TS 23.401|TS 38.331|TS 29.274|TS 38.300,SA 2|RAN 2|CT WG 4|RAN 2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CN108989372A,CN201710408088A,ISLD : ISLD-201810-040 Disc : 88 Project : New Core(NC) Standard : TS 38.300|TS 23.203|TS 38.413|TS 23.502|TS 23.222|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 23.503|TS 29.222 Version : |||||||||| Section : |||||||||| Disclosure-Date : 10/23/18,TS 38.300|TS 23.203|TS 38.413|TS 23.502|TS 23.222|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 23.503|TS 29.222,RAN 2|SA 2|RAN 3|SA 2|SA 6|SA 2|SA 3|CT WG 1|RAN 2|SA 2|CT WG 3,0,4,1,2,0,0,1,0,1,1,0,0,0,1,0,0
CN108990116A,CN201710403770A,ISLD : ISLD-201812-070 Disc : 121 Project : 5G Standard : TS 38.322|TS 38.213|TS 38.321|TS 38.331|TS 38.323 Version : |||| Section : |||| Disclosure-Date : 01/02/19,TS 38.322|TS 38.213|TS 38.321|TS 38.331|TS 38.323,RAN 2|RAN 1|RAN 2|RAN 2|RAN 2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
CN108990102A,CN201810808894A,"ISLD : ISLD-201907-035 Disc : 53 Project : 3GPP-Release-15 Standard : TS 38.300|TS 38.423|TS 38.423 Version : 15.3.0|15.1.0|15.1.0 Section : Section9.2.2.4.1|Section8.2.4.2,9.1.1.8,9.2.3.40,9.2.3.46| Disclosure-Date : 07/24/19",TS 38.300|TS 38.423|TS 38.423,RAN 2|RAN 3|RAN 3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
CA2797418C,CA2797418A,ISLD : ISLD-201907-045 Disc : 49 Project : LTE Advanced Pro/5G Standard : TS 38.331|TS 38.420|TS 36.331|TS 36.420 Version : ||| Section : ||| Disclosure-Date : 07/31/19,TS 38.331|TS 38.420|TS 36.331|TS 36.420,RAN 2|RAN 3|RAN 2|RAN 3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
CN108966320A,CN201810743999A,ISLD : ISLD-201810-040 Disc : 82 Project : New Core(NC) Standard : TS 38.300|TS 23.122|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 23.503 Version : ||||||||| Section : ||||||||| Disclosure-Date : 10/23/18,TS 38.300|TS 23.122|TS 38.413|TS 23.502|TS 23.203|TS 23.501|TS 33.501|TS 24.501|TS 38.331|TS 23.503,RAN 2|CT WG 1|RAN 3|SA 2|SA 2|SA 2|SA 3|CT WG 1|RAN 2|SA 2,0,4,1,2,0,0,0,0,0,2,0,0,0,1,0,0
US20180352562A1,US15774685A,ISLD : ISLD-201902-003 Disc : 9 Project : 5G Standard : TS 36.213|TS 36.212|TS 36.213 Version : 14.2.0|14.1.0|14.2.0 Section : 13A|8.0|5.3.3.1.1A|5.3.3.1.4| Disclosure-Date : 02/05/19,TS 36.213|TS 36.212|TS 36.213,RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
EP2664100B1,EP2011700419A,ISLD : ISLD-201810-013 Disc : 19 Project : 5G Standard : TS 23.402|TS 33.402|TS 29.275|TS 29.275|TS 33.402|TS 23.402 Version : 15.3.0|15.1.0|15.0.0|15.0.0|15.1.0|15.3.0 Section : ||10.1|10.5||6.5|8.2.2|7.2.1 Disclosure-Date : 10/04/18,TS 23.402|TS 33.402|TS 29.275|TS 29.275|TS 33.402|TS 23.402,SA 2|SA 3|CT WG 4|CT WG 4|SA 3|SA 2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
